Transaction,Item,date_time,period_day,weekday_weekend,profit
1991,Coffee,11/24/2016 16:00,afternoon,weekday,2.0
1992,Tea,11/24/2016 16:09,afternoon,weekday,2.0
1993,Coffee,11/24/2016 16:32,afternoon,weekday,2.0
1993,Cake,11/24/2016 16:32,afternoon,weekday,3.0
1994,Coffee,11/24/2016 16:49,afternoon,weekday,2.0
1994,Coke,11/24/2016 16:49,afternoon,weekday,1.0
1995,Tea,11/24/2016 17:02,evening,weekday,2.0
1997,Coffee,11/25/2016 8:08,morning,weekday,2.0
1997,Medialuna,11/25/2016 8:08,morning,weekday,1.5
1998,Coffee,11/25/2016 8:52,morning,weekday,2.0
1999,Coffee,11/25/2016 9:04,morning,weekday,2.0
1999,Coffee,11/25/2016 9:04,morning,weekday,2.0
2000,Coffee,11/25/2016 9:09,morning,weekday,2.0
2000,Bread,11/25/2016 9:09,morning,weekday,2.0
2001,Coffee,11/25/2016 9:10,morning,weekday,2.0
2001,Medialuna,11/25/2016 9:10,morning,weekday,1.5
2002,Coffee,11/25/2016 9:21,morning,weekday,2.0
2003,Coffee,11/25/2016 9:29,morning,weekday,2.0
2004,Coffee,11/25/2016 9:31,morning,weekday,2.0
2004,Pastry,11/25/2016 9:31,morning,weekday,2.5
2004,Bread,11/25/2016 9:31,morning,weekday,2.0
2005,Bread,11/25/2016 9:35,morning,weekday,2.0
2005,Coffee,11/25/2016 9:35,morning,weekday,2.0
2006,Bread,11/25/2016 9:36,morning,weekday,2.0
2007,Coffee,11/25/2016 9:44,morning,weekday,2.0
2007,Bread,11/25/2016 9:44,morning,weekday,2.0
2008,Coffee,11/25/2016 9:50,morning,weekday,2.0
2009,Coffee,11/25/2016 9:51,morning,weekday,2.0
2009,Coffee,11/25/2016 9:51,morning,weekday,2.0
2010,Tea,11/25/2016 9:55,morning,weekday,2.0
2010,Brownie,11/25/2016 9:55,morning,weekday,2.0
2010,Bread,11/25/2016 9:55,morning,weekday,2.0
2011,Coffee,11/25/2016 9:57,morning,weekday,2.0
2011,Pastry,11/25/2016 9:57,morning,weekday,2.5
2012,Bread,11/25/2016 9:59,morning,weekday,2.0
2013,Coffee,11/25/2016 10:05,morning,weekday,2.0
2013,Cake,11/25/2016 10:05,morning,weekday,3.0
2014,Coffee,11/25/2016 10:13,morning,weekday,2.0
2015,Coffee,11/25/2016 10:15,morning,weekday,2.0
2016,Bread,11/25/2016 10:28,morning,weekday,2.0
2016,Medialuna,11/25/2016 10:28,morning,weekday,1.5
2017,Bread,11/25/2016 10:38,morning,weekday,2.0
2017,Focaccia,11/25/2016 10:38,morning,weekday,2.5
2018,Medialuna,11/25/2016 10:41,morning,weekday,1.5
2018,Coffee,11/25/2016 10:41,morning,weekday,2.0
2019,Bread,11/25/2016 10:44,morning,weekday,2.0
2020,Coffee,11/25/2016 10:49,morning,weekday,2.0
2020,Coffee,11/25/2016 10:49,morning,weekday,2.0
2021,Coffee,11/25/2016 10:59,morning,weekday,2.0
2022,Bread,11/25/2016 11:00,morning,weekday,2.0
2024,Coffee,11/25/2016 11:06,morning,weekday,2.0
2024,Pastry,11/25/2016 11:06,morning,weekday,2.5
2025,Cookies,11/25/2016 11:39,morning,weekday,1.5
2025,Juice,11/25/2016 11:39,morning,weekday,2.0
2025,Tea,11/25/2016 11:39,morning,weekday,2.0
2025,Alfajores,11/25/2016 11:39,morning,weekday,1.5
2026,Coffee,11/25/2016 11:40,morning,weekday,2.0
2026,Alfajores,11/25/2016 11:40,morning,weekday,1.5
2027,Coffee,11/25/2016 11:48,morning,weekday,2.0
2027,Sandwich,11/25/2016 11:48,morning,weekday,3.5
2028,Coffee,11/25/2016 12:09,afternoon,weekday,2.0
2029,Coffee,11/25/2016 12:10,afternoon,weekday,2.0
2029,Coffee,11/25/2016 12:10,afternoon,weekday,2.0
2030,Bread,11/25/2016 12:11,afternoon,weekday,2.0
2031,Coffee,11/25/2016 12:12,afternoon,weekday,2.0
2031,Bread,11/25/2016 12:12,afternoon,weekday,2.0
2033,Coffee,11/25/2016 12:21,afternoon,weekday,2.0
2034,Tea,11/25/2016 12:27,afternoon,weekday,2.0
2035,Sandwich,11/25/2016 12:28,afternoon,weekday,3.5
2035,Bread,11/25/2016 12:28,afternoon,weekday,2.0
2036,Tea,11/25/2016 12:42,afternoon,weekday,2.0
2037,Bread,11/25/2016 12:44,afternoon,weekday,2.0
2038,Coffee,11/25/2016 12:52,afternoon,weekday,2.0
2038,Cake,11/25/2016 12:52,afternoon,weekday,3.0
2039,Mineral water,11/25/2016 12:55,afternoon,weekday,1.5
2039,Coffee,11/25/2016 12:55,afternoon,weekday,2.0
2040,Mineral water,11/25/2016 12:56,afternoon,weekday,1.5
2041,Tartine,11/25/2016 12:58,afternoon,weekday,3.0
2042,Coffee,11/25/2016 13:02,afternoon,weekday,2.0
2043,Bread,11/25/2016 13:04,afternoon,weekday,2.0
2043,Coffee,11/25/2016 13:04,afternoon,weekday,2.0
2044,Bread,11/25/2016 13:07,afternoon,weekday,2.0
2045,Hot chocolate,11/25/2016 13:12,afternoon,weekday,2.5
2045,Bread,11/25/2016 13:12,afternoon,weekday,2.0
2045,Sandwich,11/25/2016 13:12,afternoon,weekday,3.5
2048,Juice,11/25/2016 13:38,afternoon,weekday,2.0
2049,Bread,11/25/2016 13:40,afternoon,weekday,2.0
2050,Mineral water,11/25/2016 13:57,afternoon,weekday,1.5
2051,Sandwich,11/25/2016 14:13,afternoon,weekday,3.5
2051,Bread,11/25/2016 14:13,afternoon,weekday,2.0
2051,Jam,11/25/2016 14:13,afternoon,weekday,1.25
2052,Coffee,11/25/2016 14:14,afternoon,weekday,2.0
2052,Sandwich,11/25/2016 14:14,afternoon,weekday,3.5
2052,Bread,11/25/2016 14:14,afternoon,weekday,2.0
2053,Tea,11/25/2016 14:32,afternoon,weekday,2.0
2054,Tea,11/25/2016 14:33,afternoon,weekday,2.0
2055,Bread,11/25/2016 14:48,afternoon,weekday,2.0
2055,Pastry,11/25/2016 14:48,afternoon,weekday,2.5
2057,Coffee,11/25/2016 15:31,afternoon,weekday,2.0
2057,Tea,11/25/2016 15:31,afternoon,weekday,2.0
2058,Bread,11/25/2016 15:31,afternoon,weekday,2.0
2058,Brownie,11/25/2016 15:31,afternoon,weekday,2.0
2059,Alfajores,11/25/2016 15:53,afternoon,weekday,1.5
2059,Alfajores,11/25/2016 15:53,afternoon,weekday,1.5
2059,Bread,11/25/2016 15:53,afternoon,weekday,2.0
2061,Coffee,11/25/2016 16:02,afternoon,weekday,2.0
2061,Medialuna,11/25/2016 16:02,afternoon,weekday,1.5
2062,Medialuna,11/25/2016 16:07,afternoon,weekday,1.5
2063,Coffee,11/25/2016 16:16,afternoon,weekday,2.0
2063,Bread,11/25/2016 16:16,afternoon,weekday,2.0
2063,Pastry,11/25/2016 16:16,afternoon,weekday,2.5
2063,Medialuna,11/25/2016 16:16,afternoon,weekday,1.5
2065,Tea,11/25/2016 17:10,evening,weekday,2.0
2065,Alfajores,11/25/2016 17:10,evening,weekday,1.5
2065,Cake,11/25/2016 17:10,evening,weekday,3.0
2066,Tea,11/25/2016 17:12,evening,weekday,2.0
2066,Brownie,11/25/2016 17:12,evening,weekday,2.0
2066,Alfajores,11/25/2016 17:12,evening,weekday,1.5
2066,Pastry,11/25/2016 17:12,evening,weekday,2.5
2066,Bread,11/25/2016 17:12,evening,weekday,2.0
2067,Medialuna,11/25/2016 17:15,evening,weekday,1.5
2067,Pastry,11/25/2016 17:15,evening,weekday,2.5
2068,Brownie,11/25/2016 17:19,evening,weekday,2.0
2069,Bread,11/26/2016 8:29,morning,weekend,2.0
2070,Coffee,11/26/2016 8:47,morning,weekend,2.0
2071,Bread,11/26/2016 8:50,morning,weekend,2.0
2071,Coffee,11/26/2016 8:50,morning,weekend,2.0
2071,Bread,11/26/2016 8:50,morning,weekend,2.0
2072,Bread,11/26/2016 9:03,morning,weekend,2.0
2073,Bread,11/26/2016 9:15,morning,weekend,2.0
2073,Coffee,11/26/2016 9:15,morning,weekend,2.0
2073,Medialuna,11/26/2016 9:15,morning,weekend,1.5
2074,Bread,11/26/2016 9:27,morning,weekend,2.0
2075,Bread,11/26/2016 9:28,morning,weekend,2.0
2076,Pastry,11/26/2016 9:32,morning,weekend,2.5
2077,Bread,11/26/2016 9:52,morning,weekend,2.0
2079,Medialuna,11/26/2016 9:57,morning,weekend,1.5
2079,Scandinavian,11/26/2016 9:57,morning,weekend,2.5
2079,Coffee,11/26/2016 9:57,morning,weekend,2.0
2080,Coffee,11/26/2016 10:05,morning,weekend,2.0
2081,Coffee,11/26/2016 10:08,morning,weekend,2.0
2082,Bread,11/26/2016 10:18,morning,weekend,2.0
2082,Medialuna,11/26/2016 10:18,morning,weekend,1.5
2083,Cake,11/26/2016 10:20,morning,weekend,3.0
2084,Muffin,11/26/2016 10:22,morning,weekend,2.0
2084,Coffee,11/26/2016 10:22,morning,weekend,2.0
2085,Bread,11/26/2016 10:23,morning,weekend,2.0
2086,Scandinavian,11/26/2016 10:24,morning,weekend,2.5
2087,Muffin,11/26/2016 10:27,morning,weekend,2.0
2088,Scandinavian,11/26/2016 10:30,morning,weekend,2.5
2089,Coffee,11/26/2016 10:31,morning,weekend,2.0
2090,Bread,11/26/2016 10:32,morning,weekend,2.0
2091,Bread,11/26/2016 10:33,morning,weekend,2.0
2092,Coffee,11/26/2016 10:35,morning,weekend,2.0
2092,Medialuna,11/26/2016 10:35,morning,weekend,1.5
2093,Bread,11/26/2016 10:36,morning,weekend,2.0
2094,Medialuna,11/26/2016 10:40,morning,weekend,1.5
2094,Bread,11/26/2016 10:40,morning,weekend,2.0
2094,Tea,11/26/2016 10:40,morning,weekend,2.0
2094,Coffee,11/26/2016 10:40,morning,weekend,2.0
2095,Bread,11/26/2016 10:42,morning,weekend,2.0
2096,Cake,11/26/2016 10:47,morning,weekend,3.0
2096,Muffin,11/26/2016 10:47,morning,weekend,2.0
2096,Muffin,11/26/2016 10:47,morning,weekend,2.0
2096,Jam,11/26/2016 10:47,morning,weekend,1.25
2097,Bread,11/26/2016 10:48,morning,weekend,2.0
2097,Pastry,11/26/2016 10:48,morning,weekend,2.5
2098,Coffee,11/26/2016 10:51,morning,weekend,2.0
2099,Coffee,11/26/2016 10:56,morning,weekend,2.0
2100,Scandinavian,11/26/2016 10:57,morning,weekend,2.5
2101,Scandinavian,11/26/2016 10:59,morning,weekend,2.5
2102,Pastry,11/26/2016 11:01,morning,weekend,2.5
2102,Medialuna,11/26/2016 11:01,morning,weekend,1.5
2102,Coffee,11/26/2016 11:01,morning,weekend,2.0
2103,Medialuna,11/26/2016 11:02,morning,weekend,1.5
2103,Pastry,11/26/2016 11:02,morning,weekend,2.5
2103,Bread,11/26/2016 11:02,morning,weekend,2.0
2103,Coffee,11/26/2016 11:02,morning,weekend,2.0
2104,Medialuna,11/26/2016 11:06,morning,weekend,1.5
2104,Bread,11/26/2016 11:06,morning,weekend,2.0
2105,Coffee,11/26/2016 11:15,morning,weekend,2.0
2105,Tea,11/26/2016 11:15,morning,weekend,2.0
2105,Pastry,11/26/2016 11:15,morning,weekend,2.5
2106,Coffee,11/26/2016 11:17,morning,weekend,2.0
2107,Juice,11/26/2016 11:27,morning,weekend,2.0
2108,Coffee,11/26/2016 11:34,morning,weekend,2.0
2108,Coffee,11/26/2016 11:34,morning,weekend,2.0
2109,Muffin,11/26/2016 11:39,morning,weekend,2.0
2109,Cake,11/26/2016 11:39,morning,weekend,3.0
2109,Pastry,11/26/2016 11:39,morning,weekend,2.5
2109,Tea,11/26/2016 11:39,morning,weekend,2.0
2109,Coffee,11/26/2016 11:39,morning,weekend,2.0
2109,Coffee,11/26/2016 11:39,morning,weekend,2.0
2110,Hot chocolate,11/26/2016 11:40,morning,weekend,2.5
2111,Muffin,11/26/2016 11:47,morning,weekend,2.0
2112,Tartine,11/26/2016 11:53,morning,weekend,3.0
2112,Juice,11/26/2016 11:53,morning,weekend,2.0
2112,Bread,11/26/2016 11:53,morning,weekend,2.0
2112,Coffee,11/26/2016 11:53,morning,weekend,2.0
2113,Coffee,11/26/2016 11:55,morning,weekend,2.0
2113,Fudge,11/26/2016 11:55,morning,weekend,2.0
2114,Coffee,11/26/2016 12:00,afternoon,weekend,2.0
2114,Bread,11/26/2016 12:00,afternoon,weekend,2.0
2115,Bread,11/26/2016 12:13,afternoon,weekend,2.0
2116,Coffee,11/26/2016 12:16,afternoon,weekend,2.0
2116,Tea,11/26/2016 12:16,afternoon,weekend,2.0
2117,Coffee,11/26/2016 12:18,afternoon,weekend,2.0
2117,Sandwich,11/26/2016 12:18,afternoon,weekend,3.5
2118,Coffee,11/26/2016 12:30,afternoon,weekend,2.0
2118,Coke,11/26/2016 12:30,afternoon,weekend,1.0
2118,Sandwich,11/26/2016 12:30,afternoon,weekend,3.5
2119,Scandinavian,11/26/2016 12:33,afternoon,weekend,2.5
2120,Tea,11/26/2016 12:33,afternoon,weekend,2.0
2120,Muffin,11/26/2016 12:33,afternoon,weekend,2.0
2121,Bread,11/26/2016 12:35,afternoon,weekend,2.0
2121,Scandinavian,11/26/2016 12:35,afternoon,weekend,2.5
2122,Coffee,11/26/2016 12:58,afternoon,weekend,2.0
2122,Coffee,11/26/2016 12:58,afternoon,weekend,2.0
2123,Coffee,11/26/2016 13:11,afternoon,weekend,2.0
2123,Tartine,11/26/2016 13:11,afternoon,weekend,3.0
2124,Coffee,11/26/2016 13:12,afternoon,weekend,2.0
2124,Coffee,11/26/2016 13:12,afternoon,weekend,2.0
2124,Sandwich,11/26/2016 13:12,afternoon,weekend,3.5
2125,Coffee,11/26/2016 13:13,afternoon,weekend,2.0
2125,Alfajores,11/26/2016 13:13,afternoon,weekend,1.5
2126,Coffee,11/26/2016 13:17,afternoon,weekend,2.0
2126,Tea,11/26/2016 13:17,afternoon,weekend,2.0
2127,Scandinavian,11/26/2016 13:20,afternoon,weekend,2.5
2128,Bread,11/26/2016 13:21,afternoon,weekend,2.0
2129,Mineral water,11/26/2016 13:23,afternoon,weekend,1.5
2130,Alfajores,11/26/2016 13:29,afternoon,weekend,1.5
2130,Muffin,11/26/2016 13:29,afternoon,weekend,2.0
2130,Cake,11/26/2016 13:29,afternoon,weekend,3.0
2131,Tea,11/26/2016 13:32,afternoon,weekend,2.0
2132,Bread,11/26/2016 13:33,afternoon,weekend,2.0
2133,Bread,11/26/2016 13:41,afternoon,weekend,2.0
2134,Scandinavian,11/26/2016 13:45,afternoon,weekend,2.5
2135,Coffee,11/26/2016 13:57,afternoon,weekend,2.0
2135,Bread,11/26/2016 13:57,afternoon,weekend,2.0
2135,Sandwich,11/26/2016 13:57,afternoon,weekend,3.5
2136,Hot chocolate,11/26/2016 14:09,afternoon,weekend,2.5
2136,Tea,11/26/2016 14:09,afternoon,weekend,2.0
2137,Muffin,11/26/2016 14:13,afternoon,weekend,2.0
2138,Sandwich,11/26/2016 14:14,afternoon,weekend,3.5
2138,Coffee,11/26/2016 14:14,afternoon,weekend,2.0
2140,Bread,11/26/2016 14:22,afternoon,weekend,2.0
2141,Muffin,11/26/2016 14:25,afternoon,weekend,2.0
2141,Coffee,11/26/2016 14:25,afternoon,weekend,2.0
2142,Coffee,11/26/2016 14:27,afternoon,weekend,2.0
2142,Coffee,11/26/2016 14:27,afternoon,weekend,2.0
2142,Pastry,11/26/2016 14:27,afternoon,weekend,2.5
2142,Cake,11/26/2016 14:27,afternoon,weekend,3.0
2143,Tea,11/26/2016 14:29,afternoon,weekend,2.0
2143,Hot chocolate,11/26/2016 14:29,afternoon,weekend,2.5
2143,Cookies,11/26/2016 14:29,afternoon,weekend,1.5
2143,Cake,11/26/2016 14:29,afternoon,weekend,3.0
2144,Cake,11/26/2016 14:38,afternoon,weekend,3.0
2145,Sandwich,11/26/2016 14:47,afternoon,weekend,3.5
2145,Bread,11/26/2016 14:47,afternoon,weekend,2.0
2146,Coffee,11/26/2016 14:54,afternoon,weekend,2.0
2147,Alfajores,11/26/2016 14:56,afternoon,weekend,1.5
2147,Bread,11/26/2016 14:56,afternoon,weekend,2.0
2147,Tea,11/26/2016 14:56,afternoon,weekend,2.0
2148,Sandwich,11/26/2016 15:31,afternoon,weekend,3.5
2148,Medialuna,11/26/2016 15:31,afternoon,weekend,1.5
2148,Tea,11/26/2016 15:31,afternoon,weekend,2.0
2148,Coffee,11/26/2016 15:31,afternoon,weekend,2.0
2149,Bread,11/26/2016 15:34,afternoon,weekend,2.0
2149,Tea,11/26/2016 15:34,afternoon,weekend,2.0
2149,Alfajores,11/26/2016 15:34,afternoon,weekend,1.5
2149,Medialuna,11/26/2016 15:34,afternoon,weekend,1.5
2150,Bread,11/26/2016 15:44,afternoon,weekend,2.0
2150,Muffin,11/26/2016 15:44,afternoon,weekend,2.0
2150,Coffee,11/26/2016 15:44,afternoon,weekend,2.0
2151,Hot chocolate,11/26/2016 15:46,afternoon,weekend,2.5
2151,Bread,11/26/2016 15:46,afternoon,weekend,2.0
2151,Muffin,11/26/2016 15:46,afternoon,weekend,2.0
2151,Coffee,11/26/2016 15:46,afternoon,weekend,2.0
2151,Pastry,11/26/2016 15:46,afternoon,weekend,2.5
2152,Tea,11/26/2016 16:07,afternoon,weekend,2.0
2152,Alfajores,11/26/2016 16:07,afternoon,weekend,1.5
2153,Cake,11/26/2016 16:08,afternoon,weekend,3.0
2154,Focaccia,11/26/2016 16:19,afternoon,weekend,2.5
2155,Tea,11/26/2016 16:34,afternoon,weekend,2.0
2155,Pastry,11/26/2016 16:34,afternoon,weekend,2.5
2156,Alfajores,11/26/2016 16:47,afternoon,weekend,1.5
2156,Alfajores,11/26/2016 16:47,afternoon,weekend,1.5
2156,Coffee,11/26/2016 16:47,afternoon,weekend,2.0
2156,Coffee,11/26/2016 16:47,afternoon,weekend,2.0
2156,Coffee,11/26/2016 16:47,afternoon,weekend,2.0
2157,Coffee,11/26/2016 16:50,afternoon,weekend,2.0
2157,Alfajores,11/26/2016 16:50,afternoon,weekend,1.5
2158,Coffee,11/27/2016 9:28,morning,weekend,2.0
2158,Bread,11/27/2016 9:28,morning,weekend,2.0
2159,Coffee,11/27/2016 9:54,morning,weekend,2.0
2160,Coffee,11/27/2016 9:58,morning,weekend,2.0
2160,Juice,11/27/2016 9:58,morning,weekend,2.0
2161,Medialuna,11/27/2016 9:59,morning,weekend,1.5
2162,Coffee,11/27/2016 10:03,morning,weekend,2.0
2162,Tea,11/27/2016 10:03,morning,weekend,2.0
2162,Juice,11/27/2016 10:03,morning,weekend,2.0
2162,Smoothies,11/27/2016 10:03,morning,weekend,2.5
2162,Muffin,11/27/2016 10:03,morning,weekend,2.0
2162,Juice,11/27/2016 10:03,morning,weekend,2.0
2163,Cake,11/27/2016 10:05,morning,weekend,3.0
2163,Pastry,11/27/2016 10:05,morning,weekend,2.5
2164,Coffee,11/27/2016 10:08,morning,weekend,2.0
2164,Brownie,11/27/2016 10:08,morning,weekend,2.0
2165,Juice,11/27/2016 10:10,morning,weekend,2.0
2166,Coffee,11/27/2016 10:23,morning,weekend,2.0
2167,Coffee,11/27/2016 10:27,morning,weekend,2.0
2168,Bread,11/27/2016 10:34,morning,weekend,2.0
2168,Tea,11/27/2016 10:34,morning,weekend,2.0
2168,Pastry,11/27/2016 10:34,morning,weekend,2.5
2169,Bread,11/27/2016 10:48,morning,weekend,2.0
2169,Coffee,11/27/2016 10:48,morning,weekend,2.0
2169,Bread,11/27/2016 10:48,morning,weekend,2.0
2169,Hot chocolate,11/27/2016 10:48,morning,weekend,2.5
2170,Pastry,11/27/2016 10:51,morning,weekend,2.5
2170,Coffee,11/27/2016 10:51,morning,weekend,2.0
2170,Hot chocolate,11/27/2016 10:51,morning,weekend,2.5
2171,Bread,11/27/2016 10:53,morning,weekend,2.0
2171,Bread,11/27/2016 10:53,morning,weekend,2.0
2171,Coffee,11/27/2016 10:53,morning,weekend,2.0
2172,Alfajores,11/27/2016 10:55,morning,weekend,1.5
2172,Pastry,11/27/2016 10:55,morning,weekend,2.5
2173,Bread,11/27/2016 10:59,morning,weekend,2.0
2174,Coffee,11/27/2016 11:02,morning,weekend,2.0
2174,Hot chocolate,11/27/2016 11:02,morning,weekend,2.5
2174,Muffin,11/27/2016 11:02,morning,weekend,2.0
2175,Bread,11/27/2016 11:08,morning,weekend,2.0
2175,Coffee,11/27/2016 11:08,morning,weekend,2.0
2175,Coffee,11/27/2016 11:08,morning,weekend,2.0
2175,Smoothies,11/27/2016 11:08,morning,weekend,2.5
2175,Pastry,11/27/2016 11:08,morning,weekend,2.5
2176,Brownie,11/27/2016 11:14,morning,weekend,2.0
2176,Hot chocolate,11/27/2016 11:14,morning,weekend,2.5
2176,Coffee,11/27/2016 11:14,morning,weekend,2.0
2177,Tartine,11/27/2016 11:17,morning,weekend,3.0
2178,Fudge,11/27/2016 11:17,morning,weekend,2.0
2179,Bread,11/27/2016 11:18,morning,weekend,2.0
2180,Coffee,11/27/2016 11:20,morning,weekend,2.0
2181,Coffee,11/27/2016 11:21,morning,weekend,2.0
2182,Coffee,11/27/2016 11:23,morning,weekend,2.0
2182,Tea,11/27/2016 11:23,morning,weekend,2.0
2182,Medialuna,11/27/2016 11:23,morning,weekend,1.5
2183,Medialuna,11/27/2016 11:25,morning,weekend,1.5
2183,Tea,11/27/2016 11:25,morning,weekend,2.0
2183,Hot chocolate,11/27/2016 11:25,morning,weekend,2.5
2183,Muffin,11/27/2016 11:25,morning,weekend,2.0
2184,Coffee,11/27/2016 11:27,morning,weekend,2.0
2185,Coffee,11/27/2016 11:28,morning,weekend,2.0
2186,Coffee,11/27/2016 11:30,morning,weekend,2.0
2186,Medialuna,11/27/2016 11:30,morning,weekend,1.5
2186,Coffee,11/27/2016 11:30,morning,weekend,2.0
2187,Bread,11/27/2016 11:32,morning,weekend,2.0
2187,Hot chocolate,11/27/2016 11:32,morning,weekend,2.5
2187,Medialuna,11/27/2016 11:32,morning,weekend,1.5
2188,Bread,11/27/2016 11:36,morning,weekend,2.0
2189,Bread,11/27/2016 11:42,morning,weekend,2.0
2190,Muffin,11/27/2016 11:49,morning,weekend,2.0
2190,Muffin,11/27/2016 11:49,morning,weekend,2.0
2190,Brownie,11/27/2016 11:49,morning,weekend,2.0
2190,Alfajores,11/27/2016 11:49,morning,weekend,1.5
2190,Hot chocolate,11/27/2016 11:49,morning,weekend,2.5
2190,Coffee,11/27/2016 11:49,morning,weekend,2.0
2190,Coffee,11/27/2016 11:49,morning,weekend,2.0
2191,Pastry,11/27/2016 11:55,morning,weekend,2.5
2192,Brownie,11/27/2016 11:59,morning,weekend,2.0
2192,Coffee,11/27/2016 11:59,morning,weekend,2.0
2194,Coffee,11/27/2016 12:16,afternoon,weekend,2.0
2195,Tea,11/27/2016 12:21,afternoon,weekend,2.0
2195,Coffee,11/27/2016 12:21,afternoon,weekend,2.0
2196,Coffee,11/27/2016 12:30,afternoon,weekend,2.0
2196,Coffee,11/27/2016 12:30,afternoon,weekend,2.0
2196,Coffee,11/27/2016 12:30,afternoon,weekend,2.0
2196,Alfajores,11/27/2016 12:30,afternoon,weekend,1.5
2196,Brownie,11/27/2016 12:30,afternoon,weekend,2.0
2197,Coffee,11/27/2016 12:35,afternoon,weekend,2.0
2197,Coffee,11/27/2016 12:35,afternoon,weekend,2.0
2197,Medialuna,11/27/2016 12:35,afternoon,weekend,1.5
2198,Coffee,11/27/2016 12:45,afternoon,weekend,2.0
2198,Bread,11/27/2016 12:45,afternoon,weekend,2.0
2200,Coffee,11/27/2016 12:56,afternoon,weekend,2.0
2200,Tea,11/27/2016 12:56,afternoon,weekend,2.0
2200,Cake,11/27/2016 12:56,afternoon,weekend,3.0
2201,Tea,11/27/2016 12:58,afternoon,weekend,2.0
2202,Hot chocolate,11/27/2016 13:15,afternoon,weekend,2.5
2202,Coffee,11/27/2016 13:15,afternoon,weekend,2.0
2202,Coffee,11/27/2016 13:15,afternoon,weekend,2.0
2203,Cake,11/27/2016 13:16,afternoon,weekend,3.0
2204,Coffee,11/27/2016 13:38,afternoon,weekend,2.0
2205,Coffee,11/27/2016 13:44,afternoon,weekend,2.0
2205,Muffin,11/27/2016 13:44,afternoon,weekend,2.0
2206,Cake,11/27/2016 13:46,afternoon,weekend,3.0
2206,Brownie,11/27/2016 13:46,afternoon,weekend,2.0
2207,Coffee,11/27/2016 14:00,afternoon,weekend,2.0
2207,Coffee,11/27/2016 14:00,afternoon,weekend,2.0
2207,Sandwich,11/27/2016 14:00,afternoon,weekend,3.5
2207,Cookies,11/27/2016 14:00,afternoon,weekend,1.5
2209,Coffee,11/27/2016 14:32,afternoon,weekend,2.0
2210,Coffee,11/27/2016 14:42,afternoon,weekend,2.0
2210,Coffee,11/27/2016 14:42,afternoon,weekend,2.0
2210,Medialuna,11/27/2016 14:42,afternoon,weekend,1.5
2210,Cookies,11/27/2016 14:42,afternoon,weekend,1.5
2211,Alfajores,11/27/2016 14:45,afternoon,weekend,1.5
2211,Cake,11/27/2016 14:45,afternoon,weekend,3.0
2211,Coffee,11/27/2016 14:45,afternoon,weekend,2.0
2211,Coffee,11/27/2016 14:45,afternoon,weekend,2.0
2212,Fudge,11/27/2016 14:46,afternoon,weekend,2.0
2213,Mineral water,11/27/2016 15:37,afternoon,weekend,1.5
2214,Brownie,11/27/2016 15:43,afternoon,weekend,2.0
2214,Bread,11/27/2016 15:43,afternoon,weekend,2.0
2214,Coffee,11/27/2016 15:43,afternoon,weekend,2.0
2215,Coffee,11/27/2016 15:51,afternoon,weekend,2.0
2215,Tea,11/27/2016 15:51,afternoon,weekend,2.0
2216,Coffee,11/27/2016 16:12,afternoon,weekend,2.0
2217,Coffee,11/28/2016 7:44,morning,weekday,2.0
2217,Bread,11/28/2016 7:44,morning,weekday,2.0
2218,Pastry,11/28/2016 7:49,morning,weekday,2.5
2219,Bread,11/28/2016 8:14,morning,weekday,2.0
2220,Medialuna,11/28/2016 8:38,morning,weekday,1.5
2220,Coffee,11/28/2016 8:38,morning,weekday,2.0
2221,Coffee,11/28/2016 9:01,morning,weekday,2.0
2222,Coffee,11/28/2016 9:14,morning,weekday,2.0
2223,Coffee,11/28/2016 9:45,morning,weekday,2.0
2223,Pastry,11/28/2016 9:45,morning,weekday,2.5
2224,Coffee,11/28/2016 9:52,morning,weekday,2.0
2225,Coffee,11/28/2016 10:12,morning,weekday,2.0
2225,Tartine,11/28/2016 10:12,morning,weekday,3.0
2226,Bread,11/28/2016 10:20,morning,weekday,2.0
2227,Coffee,11/28/2016 10:35,morning,weekday,2.0
2228,Tea,11/28/2016 10:48,morning,weekday,2.0
2228,Coffee,11/28/2016 10:48,morning,weekday,2.0
2229,Coffee,11/28/2016 10:51,morning,weekday,2.0
2229,Coffee,11/28/2016 10:51,morning,weekday,2.0
2229,Medialuna,11/28/2016 10:51,morning,weekday,1.5
2229,Pastry,11/28/2016 10:51,morning,weekday,2.5
2230,Pastry,11/28/2016 11:10,morning,weekday,2.5
2230,Coffee,11/28/2016 11:10,morning,weekday,2.0
2231,Coffee,11/28/2016 11:11,morning,weekday,2.0
2231,Medialuna,11/28/2016 11:11,morning,weekday,1.5
2232,Tea,11/28/2016 11:30,morning,weekday,2.0
2232,Coffee,11/28/2016 11:30,morning,weekday,2.0
2234,Pastry,11/28/2016 11:46,morning,weekday,2.5
2234,Bread,11/28/2016 11:46,morning,weekday,2.0
2234,Cookies,11/28/2016 11:46,morning,weekday,1.5
2234,Coffee,11/28/2016 11:46,morning,weekday,2.0
2234,Bread,11/28/2016 11:46,morning,weekday,2.0
2235,Jam,11/28/2016 12:05,afternoon,weekday,1.25
2235,Sandwich,11/28/2016 12:05,afternoon,weekday,3.5
2235,Bread,11/28/2016 12:05,afternoon,weekday,2.0
