Transaction,Item,date_time,period_day,weekday_weekend,profit,Profit
1791,Coffee,11/20/2016 15:16,afternoon,weekend,2.0,2.81
1791,Medialuna,11/20/2016 15:16,afternoon,weekend,1.5,1.15
1792,Cake,11/20/2016 15:17,afternoon,weekend,3.0,1.92
1792,Tea,11/20/2016 15:17,afternoon,weekend,2.0,2.83
1793,Hot chocolate,11/20/2016 15:22,afternoon,weekend,2.5,2.69
1793,Cake,11/20/2016 15:22,afternoon,weekend,3.0,1.92
1795,Bread,11/20/2016 15:37,afternoon,weekend,2.0,2.24
1796,Hot chocolate,11/20/2016 15:41,afternoon,weekend,2.5,2.69
1796,Cake,11/20/2016 15:41,afternoon,weekend,3.0,1.92
1797,Bread,11/20/2016 15:50,afternoon,weekend,2.0,2.24
1798,Tea,11/20/2016 15:58,afternoon,weekend,2.0,2.83
1800,Coffee,11/21/2016 7:29,morning,weekday,2.0,2.81
1801,Coffee,11/21/2016 8:13,morning,weekday,2.0,2.81
1802,Bread,11/21/2016 8:38,morning,weekday,2.0,2.24
1803,Coffee,11/21/2016 8:38,morning,weekday,2.0,2.81
1804,Coffee,11/21/2016 9:15,morning,weekday,2.0,2.81
1805,Bread,11/21/2016 9:31,morning,weekday,2.0,2.24
1805,Pastry,11/21/2016 9:31,morning,weekday,2.5,1.83
1806,Coffee,11/21/2016 9:35,morning,weekday,2.0,2.81
1807,Coffee,11/21/2016 9:41,morning,weekday,2.0,2.81
1808,Coffee,11/21/2016 9:44,morning,weekday,2.0,2.81
1808,Coffee,11/21/2016 9:44,morning,weekday,2.0,2.81
1809,Coffee,11/21/2016 9:50,morning,weekday,2.0,2.81
1809,Medialuna,11/21/2016 9:50,morning,weekday,1.5,1.15
1810,Coffee,11/21/2016 9:59,morning,weekday,2.0,2.81
1811,Coffee,11/21/2016 9:59,morning,weekday,2.0,2.81
1811,Pastry,11/21/2016 9:59,morning,weekday,2.5,1.83
1812,Tea,11/21/2016 10:00,morning,weekday,2.0,2.83
1813,Coffee,11/21/2016 10:04,morning,weekday,2.0,2.81
1814,Pastry,11/21/2016 10:12,morning,weekday,2.5,1.83
1814,Coffee,11/21/2016 10:12,morning,weekday,2.0,2.81
1814,Smoothies,11/21/2016 10:12,morning,weekday,2.5,1.15
1815,Coffee,11/21/2016 10:14,morning,weekday,2.0,2.81
1815,Medialuna,11/21/2016 10:14,morning,weekday,1.5,1.15
1816,Coffee,11/21/2016 10:31,morning,weekday,2.0,2.81
1817,Coffee,11/21/2016 11:07,morning,weekday,2.0,2.81
1818,Coffee,11/21/2016 11:11,morning,weekday,2.0,2.81
1819,Coffee,11/21/2016 11:14,morning,weekday,2.0,2.81
1819,Tea,11/21/2016 11:14,morning,weekday,2.0,2.83
1819,Brownie,11/21/2016 11:14,morning,weekday,2.0,2.97
1820,Coffee,11/21/2016 11:55,morning,weekday,2.0,2.81
1821,Coffee,11/21/2016 12:02,afternoon,weekday,2.0,2.81
1821,Bread,11/21/2016 12:02,afternoon,weekday,2.0,2.24
1821,Coffee,11/21/2016 12:02,afternoon,weekday,2.0,2.81
1822,Tea,11/21/2016 12:25,afternoon,weekday,2.0,2.83
1823,Coffee,11/21/2016 12:36,afternoon,weekday,2.0,2.81
1823,Bread,11/21/2016 12:36,afternoon,weekday,2.0,2.24
1825,Coffee,11/21/2016 12:48,afternoon,weekday,2.0,2.81
1826,Sandwich,11/21/2016 13:15,afternoon,weekday,3.5,1.28
1828,Coffee,11/21/2016 13:38,afternoon,weekday,2.0,2.81
1829,Coffee,11/21/2016 13:41,afternoon,weekday,2.0,2.81
1829,Cake,11/21/2016 13:41,afternoon,weekday,3.0,1.92
1830,Bread,11/21/2016 14:07,afternoon,weekday,2.0,2.24
1830,Tea,11/21/2016 14:07,afternoon,weekday,2.0,2.83
1832,Bread,11/21/2016 14:28,afternoon,weekday,2.0,2.24
1832,Fudge,11/21/2016 14:28,afternoon,weekday,2.0,1.39
1832,Medialuna,11/21/2016 14:28,afternoon,weekday,1.5,1.15
1832,Pastry,11/21/2016 14:28,afternoon,weekday,2.5,1.83
1833,Bread,11/21/2016 14:29,afternoon,weekday,2.0,2.24
1834,Tea,11/21/2016 14:32,afternoon,weekday,2.0,2.83
1834,Brownie,11/21/2016 14:32,afternoon,weekday,2.0,2.97
1834,Cake,11/21/2016 14:32,afternoon,weekday,3.0,1.92
1835,Juice,11/21/2016 14:36,afternoon,weekday,2.0,1.07
1835,Medialuna,11/21/2016 14:36,afternoon,weekday,1.5,1.15
1836,Tea,11/21/2016 14:54,afternoon,weekday,2.0,2.83
1836,Cake,11/21/2016 14:54,afternoon,weekday,3.0,1.92
1837,Coffee,11/21/2016 14:57,afternoon,weekday,2.0,2.81
1837,Tea,11/21/2016 14:57,afternoon,weekday,2.0,2.83
1837,Sandwich,11/21/2016 14:57,afternoon,weekday,3.5,1.28
1837,Medialuna,11/21/2016 14:57,afternoon,weekday,1.5,1.15
1837,Bread,11/21/2016 14:57,afternoon,weekday,2.0,2.24
1838,Alfajores,11/21/2016 15:23,afternoon,weekday,1.5,1.33
1839,Coffee,11/21/2016 15:24,afternoon,weekday,2.0,2.81
1839,Coffee,11/21/2016 15:24,afternoon,weekday,2.0,2.81
1840,Coffee,11/21/2016 15:35,afternoon,weekday,2.0,2.81
1841,Hot chocolate,11/21/2016 15:47,afternoon,weekday,2.5,2.69
1841,Hot chocolate,11/21/2016 15:47,afternoon,weekday,2.5,2.69
1841,Bread,11/21/2016 15:47,afternoon,weekday,2.0,2.24
1841,Alfajores,11/21/2016 15:47,afternoon,weekday,1.5,1.33
1842,Bread,11/21/2016 16:00,afternoon,weekday,2.0,2.24
1844,Coffee,11/21/2016 16:18,afternoon,weekday,2.0,2.81
1844,Juice,11/21/2016 16:18,afternoon,weekday,2.0,1.07
1844,Pastry,11/21/2016 16:18,afternoon,weekday,2.5,1.83
1846,Brownie,11/21/2016 16:27,afternoon,weekday,2.0,2.97
1847,Coffee,11/22/2016 8:06,morning,weekday,2.0,2.81
1847,Medialuna,11/22/2016 8:06,morning,weekday,1.5,1.15
1848,Coffee,11/22/2016 9:07,morning,weekday,2.0,2.81
1849,Tea,11/22/2016 9:33,morning,weekday,2.0,2.83
1850,Tea,11/22/2016 9:42,morning,weekday,2.0,2.83
1850,Medialuna,11/22/2016 9:42,morning,weekday,1.5,1.15
1851,Bread,11/22/2016 9:59,morning,weekday,2.0,2.24
1852,Bread,11/22/2016 10:01,morning,weekday,2.0,2.24
1853,Pastry,11/22/2016 10:08,morning,weekday,2.5,1.83
1853,Coffee,11/22/2016 10:08,morning,weekday,2.0,2.81
1853,Hot chocolate,11/22/2016 10:08,morning,weekday,2.5,2.69
1854,Bread,11/22/2016 10:21,morning,weekday,2.0,2.24
1855,Coffee,11/22/2016 10:25,morning,weekday,2.0,2.81
1856,Bread,11/22/2016 10:28,morning,weekday,2.0,2.24
1857,Coffee,11/22/2016 10:29,morning,weekday,2.0,2.81
1858,Coffee,11/22/2016 10:34,morning,weekday,2.0,2.81
1858,Coffee,11/22/2016 10:34,morning,weekday,2.0,2.81
1858,Pastry,11/22/2016 10:34,morning,weekday,2.5,1.83
1859,Tea,11/22/2016 11:05,morning,weekday,2.0,2.83
1860,Coffee,11/22/2016 11:57,morning,weekday,2.0,2.81
1860,Brownie,11/22/2016 11:57,morning,weekday,2.0,2.97
1860,Bread,11/22/2016 11:57,morning,weekday,2.0,2.24
1861,Sandwich,11/22/2016 12:15,afternoon,weekday,3.5,1.28
1862,Cake,11/22/2016 12:34,afternoon,weekday,3.0,1.92
1862,Bread,11/22/2016 12:34,afternoon,weekday,2.0,2.24
1862,Tea,11/22/2016 12:34,afternoon,weekday,2.0,2.83
1862,Medialuna,11/22/2016 12:34,afternoon,weekday,1.5,1.15
1863,Bread,11/22/2016 12:35,afternoon,weekday,2.0,2.24
1864,Coffee,11/22/2016 12:40,afternoon,weekday,2.0,2.81
1864,Medialuna,11/22/2016 12:40,afternoon,weekday,1.5,1.15
1864,Brownie,11/22/2016 12:40,afternoon,weekday,2.0,2.97
1865,Bread,11/22/2016 12:41,afternoon,weekday,2.0,2.24
1866,Coffee,11/22/2016 13:05,afternoon,weekday,2.0,2.81
1867,Medialuna,11/22/2016 13:07,afternoon,weekday,1.5,1.15
1868,Coffee,11/22/2016 13:17,afternoon,weekday,2.0,2.81
1868,Medialuna,11/22/2016 13:17,afternoon,weekday,1.5,1.15
1869,Tea,11/22/2016 13:26,afternoon,weekday,2.0,2.83
1869,Brownie,11/22/2016 13:26,afternoon,weekday,2.0,2.97
1870,Coffee,11/22/2016 13:34,afternoon,weekday,2.0,2.81
1870,Pastry,11/22/2016 13:34,afternoon,weekday,2.5,1.83
1871,Coffee,11/22/2016 13:47,afternoon,weekday,2.0,2.81
1872,Fudge,11/22/2016 13:59,afternoon,weekday,2.0,1.39
1872,Cake,11/22/2016 13:59,afternoon,weekday,3.0,1.92
1872,Coffee,11/22/2016 13:59,afternoon,weekday,2.0,2.81
1872,Tea,11/22/2016 13:59,afternoon,weekday,2.0,2.83
1873,Bread,11/22/2016 14:12,afternoon,weekday,2.0,2.24
1874,Coffee,11/22/2016 14:22,afternoon,weekday,2.0,2.81
1874,Cake,11/22/2016 14:22,afternoon,weekday,3.0,1.92
1875,Sandwich,11/22/2016 14:42,afternoon,weekday,3.5,1.28
1875,Coffee,11/22/2016 14:42,afternoon,weekday,2.0,2.81
1875,Coffee,11/22/2016 14:42,afternoon,weekday,2.0,2.81
1875,Tea,11/22/2016 14:42,afternoon,weekday,2.0,2.83
1875,Brownie,11/22/2016 14:42,afternoon,weekday,2.0,2.97
1875,Cake,11/22/2016 14:42,afternoon,weekday,3.0,1.92
1876,Coffee,11/22/2016 15:02,afternoon,weekday,2.0,2.81
1876,Alfajores,11/22/2016 15:02,afternoon,weekday,1.5,1.33
1876,Coffee,11/22/2016 15:02,afternoon,weekday,2.0,2.81
1876,Cake,11/22/2016 15:02,afternoon,weekday,3.0,1.92
1877,Coffee,11/22/2016 15:08,afternoon,weekday,2.0,2.81
1877,Coffee,11/22/2016 15:08,afternoon,weekday,2.0,2.81
1879,Coffee,11/22/2016 15:25,afternoon,weekday,2.0,2.81
1880,Bread,11/22/2016 15:29,afternoon,weekday,2.0,2.24
1880,Cake,11/22/2016 15:29,afternoon,weekday,3.0,1.92
1881,Bread,11/22/2016 15:39,afternoon,weekday,2.0,2.24
1882,Coffee,11/22/2016 15:40,afternoon,weekday,2.0,2.81
1885,Tea,11/22/2016 16:36,afternoon,weekday,2.0,2.83
1885,Brownie,11/22/2016 16:36,afternoon,weekday,2.0,2.97
1885,Cake,11/22/2016 16:36,afternoon,weekday,3.0,1.92
1886,Hot chocolate,11/22/2016 16:39,afternoon,weekday,2.5,2.69
1886,Hot chocolate,11/22/2016 16:39,afternoon,weekday,2.5,2.69
1886,Medialuna,11/22/2016 16:39,afternoon,weekday,1.5,1.15
1887,Hot chocolate,11/22/2016 16:39,afternoon,weekday,2.5,2.69
1888,Coffee,11/22/2016 17:10,evening,weekday,2.0,2.81
1888,Bread,11/22/2016 17:10,evening,weekday,2.0,2.24
1889,Cake,11/22/2016 17:18,evening,weekday,3.0,1.92
1889,Coffee,11/22/2016 17:18,evening,weekday,2.0,2.81
1890,Coffee,11/23/2016 8:11,morning,weekday,2.0,2.81
1890,Cake,11/23/2016 8:11,morning,weekday,3.0,1.92
1891,Hot chocolate,11/23/2016 9:05,morning,weekday,2.5,2.69
1891,Medialuna,11/23/2016 9:05,morning,weekday,1.5,1.15
1891,Coffee,11/23/2016 9:05,morning,weekday,2.0,2.81
1892,Hot chocolate,11/23/2016 9:06,morning,weekday,2.5,2.69
1892,Medialuna,11/23/2016 9:06,morning,weekday,1.5,1.15
1892,Coffee,11/23/2016 9:06,morning,weekday,2.0,2.81
1893,Coffee,11/23/2016 9:07,morning,weekday,2.0,2.81
1893,Hot chocolate,11/23/2016 9:07,morning,weekday,2.5,2.69
1893,Medialuna,11/23/2016 9:07,morning,weekday,1.5,1.15
1894,Coffee,11/23/2016 9:54,morning,weekday,2.0,2.81
1894,Bread,11/23/2016 9:54,morning,weekday,2.0,2.24
1895,Coffee,11/23/2016 10:06,morning,weekday,2.0,2.81
1896,Coffee,11/23/2016 10:11,morning,weekday,2.0,2.81
1897,Coffee,11/23/2016 10:15,morning,weekday,2.0,2.81
1898,Coffee,11/23/2016 10:19,morning,weekday,2.0,2.81
1898,Bread,11/23/2016 10:19,morning,weekday,2.0,2.24
1899,Coffee,11/23/2016 10:22,morning,weekday,2.0,2.81
1899,Sandwich,11/23/2016 10:22,morning,weekday,3.5,1.28
1900,Bread,11/23/2016 10:33,morning,weekday,2.0,2.24
1900,Cake,11/23/2016 10:33,morning,weekday,3.0,1.92
1901,Coffee,11/23/2016 10:50,morning,weekday,2.0,2.81
1902,Brownie,11/23/2016 11:12,morning,weekday,2.0,2.97
1903,Bread,11/23/2016 11:34,morning,weekday,2.0,2.24
1904,Juice,11/23/2016 11:42,morning,weekday,2.0,1.07
1904,Bread,11/23/2016 11:42,morning,weekday,2.0,2.24
1905,Coffee,11/23/2016 11:50,morning,weekday,2.0,2.81
1906,Coffee,11/23/2016 11:50,morning,weekday,2.0,2.81
1907,Coffee,11/23/2016 12:24,afternoon,weekday,2.0,2.81
1907,Medialuna,11/23/2016 12:24,afternoon,weekday,1.5,1.15
1907,Tea,11/23/2016 12:24,afternoon,weekday,2.0,2.83
1908,Tea,11/23/2016 12:35,afternoon,weekday,2.0,2.83
1910,Coffee,11/23/2016 12:49,afternoon,weekday,2.0,2.81
1910,Bread,11/23/2016 12:49,afternoon,weekday,2.0,2.24
1910,Tea,11/23/2016 12:49,afternoon,weekday,2.0,2.83
1910,Pastry,11/23/2016 12:49,afternoon,weekday,2.5,1.83
1910,Cake,11/23/2016 12:49,afternoon,weekday,3.0,1.92
1911,Coffee,11/23/2016 13:04,afternoon,weekday,2.0,2.81
1913,Sandwich,11/23/2016 13:25,afternoon,weekday,3.5,1.28
1914,Coffee,11/23/2016 13:26,afternoon,weekday,2.0,2.81
1915,Tea,11/23/2016 13:40,afternoon,weekday,2.0,2.83
1915,Sandwich,11/23/2016 13:40,afternoon,weekday,3.5,1.28
1917,Brownie,11/23/2016 13:55,afternoon,weekday,2.0,2.97
1917,Tea,11/23/2016 13:55,afternoon,weekday,2.0,2.83
1919,Bread,11/23/2016 14:07,afternoon,weekday,2.0,2.24
1920,Bread,11/23/2016 14:22,afternoon,weekday,2.0,2.24
1921,Bread,11/23/2016 14:52,afternoon,weekday,2.0,2.24
1922,Tea,11/23/2016 14:53,afternoon,weekday,2.0,2.83
1923,Coffee,11/23/2016 14:59,afternoon,weekday,2.0,2.81
1923,Sandwich,11/23/2016 14:59,afternoon,weekday,3.5,1.28
1924,Coffee,11/23/2016 15:00,afternoon,weekday,2.0,2.81
1925,Coffee,11/23/2016 15:05,afternoon,weekday,2.0,2.81
1925,Cake,11/23/2016 15:05,afternoon,weekday,3.0,1.92
1926,Tea,11/23/2016 15:09,afternoon,weekday,2.0,2.83
1926,Coffee,11/23/2016 15:09,afternoon,weekday,2.0,2.81
1926,Alfajores,11/23/2016 15:09,afternoon,weekday,1.5,1.33
1928,Coffee,11/23/2016 15:44,afternoon,weekday,2.0,2.81
1929,Coffee,11/23/2016 16:00,afternoon,weekday,2.0,2.81
1930,Coffee,11/23/2016 16:14,afternoon,weekday,2.0,2.81
1930,Medialuna,11/23/2016 16:14,afternoon,weekday,1.5,1.15
1931,Bread,11/23/2016 16:31,afternoon,weekday,2.0,2.24
1932,Coffee,11/23/2016 16:36,afternoon,weekday,2.0,2.81
1933,Coffee,11/23/2016 17:00,evening,weekday,2.0,2.81
1934,Bread,11/23/2016 17:29,evening,weekday,2.0,2.24
1935,Bread,11/24/2016 8:41,morning,weekday,2.0,2.24
1936,Coffee,11/24/2016 9:08,morning,weekday,2.0,2.81
1937,Coffee,11/24/2016 9:10,morning,weekday,2.0,2.81
1938,Hot chocolate,11/24/2016 9:11,morning,weekday,2.5,2.69
1939,Pastry,11/24/2016 9:20,morning,weekday,2.5,1.83
1940,Coffee,11/24/2016 9:21,morning,weekday,2.0,2.81
1941,Pastry,11/24/2016 9:24,morning,weekday,2.5,1.83
1941,Bread,11/24/2016 9:24,morning,weekday,2.0,2.24
1942,Bread,11/24/2016 9:26,morning,weekday,2.0,2.24
1943,Pastry,11/24/2016 9:28,morning,weekday,2.5,1.83
1944,Hot chocolate,11/24/2016 9:30,morning,weekday,2.5,2.69
1945,Coffee,11/24/2016 9:31,morning,weekday,2.0,2.81
1945,Pastry,11/24/2016 9:31,morning,weekday,2.5,1.83
1946,Bread,11/24/2016 9:43,morning,weekday,2.0,2.24
1946,Medialuna,11/24/2016 9:43,morning,weekday,1.5,1.15
1947,Medialuna,11/24/2016 9:53,morning,weekday,1.5,1.15
1947,Medialuna,11/24/2016 9:53,morning,weekday,1.5,1.15
1947,Pastry,11/24/2016 9:53,morning,weekday,2.5,1.83
1947,Alfajores,11/24/2016 9:53,morning,weekday,1.5,1.33
1948,Coffee,11/24/2016 9:55,morning,weekday,2.0,2.81
1949,Coffee,11/24/2016 10:02,morning,weekday,2.0,2.81
1950,Tea,11/24/2016 10:05,morning,weekday,2.0,2.83
1950,Cake,11/24/2016 10:05,morning,weekday,3.0,1.92
1951,Coffee,11/24/2016 10:06,morning,weekday,2.0,2.81
1951,Bread,11/24/2016 10:06,morning,weekday,2.0,2.24
1952,Coffee,11/24/2016 10:07,morning,weekday,2.0,2.81
1953,Bread,11/24/2016 10:13,morning,weekday,2.0,2.24
1953,Tea,11/24/2016 10:13,morning,weekday,2.0,2.83
1953,Cake,11/24/2016 10:13,morning,weekday,3.0,1.92
1954,Bread,11/24/2016 10:18,morning,weekday,2.0,2.24
1954,Bread,11/24/2016 10:18,morning,weekday,2.0,2.24
1954,Coffee,11/24/2016 10:18,morning,weekday,2.0,2.81
1955,Coffee,11/24/2016 10:23,morning,weekday,2.0,2.81
1955,Alfajores,11/24/2016 10:23,morning,weekday,1.5,1.33
1956,Coffee,11/24/2016 10:25,morning,weekday,2.0,2.81
1957,Bread,11/24/2016 10:45,morning,weekday,2.0,2.24
1958,Bread,11/24/2016 10:48,morning,weekday,2.0,2.24
1958,Sandwich,11/24/2016 10:48,morning,weekday,3.5,1.28
1958,Tea,11/24/2016 10:48,morning,weekday,2.0,2.83
1959,Bread,11/24/2016 10:51,morning,weekday,2.0,2.24
1960,Tea,11/24/2016 10:59,morning,weekday,2.0,2.83
1960,Coffee,11/24/2016 10:59,morning,weekday,2.0,2.81
1960,Cake,11/24/2016 10:59,morning,weekday,3.0,1.92
1961,Bread,11/24/2016 11:03,morning,weekday,2.0,2.24
1962,Hot chocolate,11/24/2016 11:05,morning,weekday,2.5,2.69
1962,Brownie,11/24/2016 11:05,morning,weekday,2.0,2.97
1963,Bread,11/24/2016 11:34,morning,weekday,2.0,2.24
1964,Tea,11/24/2016 11:39,morning,weekday,2.0,2.83
1964,Coffee,11/24/2016 11:39,morning,weekday,2.0,2.81
1965,Coffee,11/24/2016 11:46,morning,weekday,2.0,2.81
1965,Cake,11/24/2016 11:46,morning,weekday,3.0,1.92
1966,Bread,11/24/2016 11:57,morning,weekday,2.0,2.24
1966,Tea,11/24/2016 11:57,morning,weekday,2.0,2.83
1967,Coffee,11/24/2016 12:05,afternoon,weekday,2.0,2.81
1967,Smoothies,11/24/2016 12:05,afternoon,weekday,2.5,1.15
1968,Bread,11/24/2016 12:18,afternoon,weekday,2.0,2.24
1969,Bread,11/24/2016 12:20,afternoon,weekday,2.0,2.24
1970,Coffee,11/24/2016 12:35,afternoon,weekday,2.0,2.81
1970,Bread,11/24/2016 12:35,afternoon,weekday,2.0,2.24
1971,Coffee,11/24/2016 12:54,afternoon,weekday,2.0,2.81
1971,Cake,11/24/2016 12:54,afternoon,weekday,3.0,1.92
1972,Fudge,11/24/2016 12:57,afternoon,weekday,2.0,1.39
1972,Coffee,11/24/2016 12:57,afternoon,weekday,2.0,2.81
1972,Coffee,11/24/2016 12:57,afternoon,weekday,2.0,2.81
1972,Sandwich,11/24/2016 12:57,afternoon,weekday,3.5,1.28
1973,Brownie,11/24/2016 13:12,afternoon,weekday,2.0,2.97
1974,Bread,11/24/2016 13:23,afternoon,weekday,2.0,2.24
1974,Sandwich,11/24/2016 13:23,afternoon,weekday,3.5,1.28
1975,Coffee,11/24/2016 13:28,afternoon,weekday,2.0,2.81
1976,Bread,11/24/2016 13:29,afternoon,weekday,2.0,2.24
1976,Brownie,11/24/2016 13:29,afternoon,weekday,2.0,2.97
1977,Sandwich,11/24/2016 13:31,afternoon,weekday,3.5,1.28
1978,Coffee,11/24/2016 13:39,afternoon,weekday,2.0,2.81
1978,Sandwich,11/24/2016 13:39,afternoon,weekday,3.5,1.28
1979,Coffee,11/24/2016 13:58,afternoon,weekday,2.0,2.81
1980,Tea,11/24/2016 13:58,afternoon,weekday,2.0,2.83
1980,Cake,11/24/2016 13:58,afternoon,weekday,3.0,1.92
1981,Coffee,11/24/2016 14:18,afternoon,weekday,2.0,2.81
1981,Bread,11/24/2016 14:18,afternoon,weekday,2.0,2.24
1982,Coffee,11/24/2016 14:19,afternoon,weekday,2.0,2.81
1982,Sandwich,11/24/2016 14:19,afternoon,weekday,3.5,1.28
1983,Coffee,11/24/2016 14:32,afternoon,weekday,2.0,2.81
1984,Cake,11/24/2016 14:35,afternoon,weekday,3.0,1.92
1985,Coffee,11/24/2016 14:52,afternoon,weekday,2.0,2.81
1985,Alfajores,11/24/2016 14:52,afternoon,weekday,1.5,1.33
1986,Coffee,11/24/2016 14:53,afternoon,weekday,2.0,2.81
1986,Cake,11/24/2016 14:53,afternoon,weekday,3.0,1.92
1987,Tea,11/24/2016 14:58,afternoon,weekday,2.0,2.83
1987,Tea,11/24/2016 14:58,afternoon,weekday,2.0,2.83
1988,Bread,11/24/2016 15:17,afternoon,weekday,2.0,2.24
1989,Tea,11/24/2016 15:30,afternoon,weekday,2.0,2.83
1989,Cake,11/24/2016 15:30,afternoon,weekday,3.0,1.92
1990,Brownie,11/24/2016 15:33,afternoon,weekday,2.0,2.97
1990,Alfajores,11/24/2016 15:33,afternoon,weekday,1.5,1.33
1991,Coffee,11/24/2016 16:00,afternoon,weekday,2.0,2.81
1992,Tea,11/24/2016 16:09,afternoon,weekday,2.0,2.83
1993,Coffee,11/24/2016 16:32,afternoon,weekday,2.0,2.81
1993,Cake,11/24/2016 16:32,afternoon,weekday,3.0,1.92
1994,Coffee,11/24/2016 16:49,afternoon,weekday,2.0,2.81
1995,Tea,11/24/2016 17:02,evening,weekday,2.0,2.83
1997,Coffee,11/25/2016 8:08,morning,weekday,2.0,2.81
1997,Medialuna,11/25/2016 8:08,morning,weekday,1.5,1.15
1998,Coffee,11/25/2016 8:52,morning,weekday,2.0,2.81
1999,Coffee,11/25/2016 9:04,morning,weekday,2.0,2.81
1999,Coffee,11/25/2016 9:04,morning,weekday,2.0,2.81
2000,Coffee,11/25/2016 9:09,morning,weekday,2.0,2.81
2000,Bread,11/25/2016 9:09,morning,weekday,2.0,2.24
2001,Coffee,11/25/2016 9:10,morning,weekday,2.0,2.81
2001,Medialuna,11/25/2016 9:10,morning,weekday,1.5,1.15
2002,Coffee,11/25/2016 9:21,morning,weekday,2.0,2.81
2003,Coffee,11/25/2016 9:29,morning,weekday,2.0,2.81
2004,Coffee,11/25/2016 9:31,morning,weekday,2.0,2.81
2004,Pastry,11/25/2016 9:31,morning,weekday,2.5,1.83
2004,Bread,11/25/2016 9:31,morning,weekday,2.0,2.24
2005,Bread,11/25/2016 9:35,morning,weekday,2.0,2.24
2005,Coffee,11/25/2016 9:35,morning,weekday,2.0,2.81
2006,Bread,11/25/2016 9:36,morning,weekday,2.0,2.24
2007,Coffee,11/25/2016 9:44,morning,weekday,2.0,2.81
2007,Bread,11/25/2016 9:44,morning,weekday,2.0,2.24
2008,Coffee,11/25/2016 9:50,morning,weekday,2.0,2.81
2009,Coffee,11/25/2016 9:51,morning,weekday,2.0,2.81
2009,Coffee,11/25/2016 9:51,morning,weekday,2.0,2.81
2010,Tea,11/25/2016 9:55,morning,weekday,2.0,2.83
2010,Brownie,11/25/2016 9:55,morning,weekday,2.0,2.97
2010,Bread,11/25/2016 9:55,morning,weekday,2.0,2.24
2011,Coffee,11/25/2016 9:57,morning,weekday,2.0,2.81
2011,Pastry,11/25/2016 9:57,morning,weekday,2.5,1.83
2012,Bread,11/25/2016 9:59,morning,weekday,2.0,2.24
2013,Coffee,11/25/2016 10:05,morning,weekday,2.0,2.81
2013,Cake,11/25/2016 10:05,morning,weekday,3.0,1.92
2014,Coffee,11/25/2016 10:13,morning,weekday,2.0,2.81
2015,Coffee,11/25/2016 10:15,morning,weekday,2.0,2.81
2016,Bread,11/25/2016 10:28,morning,weekday,2.0,2.24
2016,Medialuna,11/25/2016 10:28,morning,weekday,1.5,1.15
2017,Bread,11/25/2016 10:38,morning,weekday,2.0,2.24
2017,Focaccia,11/25/2016 10:38,morning,weekday,2.5,1.72
2018,Medialuna,11/25/2016 10:41,morning,weekday,1.5,1.15
2018,Coffee,11/25/2016 10:41,morning,weekday,2.0,2.81
2019,Bread,11/25/2016 10:44,morning,weekday,2.0,2.24
2020,Coffee,11/25/2016 10:49,morning,weekday,2.0,2.81
2020,Coffee,11/25/2016 10:49,morning,weekday,2.0,2.81
2021,Coffee,11/25/2016 10:59,morning,weekday,2.0,2.81
2022,Bread,11/25/2016 11:00,morning,weekday,2.0,2.24
2024,Coffee,11/25/2016 11:06,morning,weekday,2.0,2.81
2024,Pastry,11/25/2016 11:06,morning,weekday,2.5,1.83
2025,Juice,11/25/2016 11:39,morning,weekday,2.0,1.07
2025,Tea,11/25/2016 11:39,morning,weekday,2.0,2.83
2025,Alfajores,11/25/2016 11:39,morning,weekday,1.5,1.33
2026,Coffee,11/25/2016 11:40,morning,weekday,2.0,2.81
2026,Alfajores,11/25/2016 11:40,morning,weekday,1.5,1.33
2027,Coffee,11/25/2016 11:48,morning,weekday,2.0,2.81
2027,Sandwich,11/25/2016 11:48,morning,weekday,3.5,1.28
2028,Coffee,11/25/2016 12:09,afternoon,weekday,2.0,2.81
2029,Coffee,11/25/2016 12:10,afternoon,weekday,2.0,2.81
2029,Coffee,11/25/2016 12:10,afternoon,weekday,2.0,2.81
2030,Bread,11/25/2016 12:11,afternoon,weekday,2.0,2.24
2031,Coffee,11/25/2016 12:12,afternoon,weekday,2.0,2.81
2031,Bread,11/25/2016 12:12,afternoon,weekday,2.0,2.24
2033,Coffee,11/25/2016 12:21,afternoon,weekday,2.0,2.81
2034,Tea,11/25/2016 12:27,afternoon,weekday,2.0,2.83
2035,Sandwich,11/25/2016 12:28,afternoon,weekday,3.5,1.28
2035,Bread,11/25/2016 12:28,afternoon,weekday,2.0,2.24
2036,Tea,11/25/2016 12:42,afternoon,weekday,2.0,2.83
2037,Bread,11/25/2016 12:44,afternoon,weekday,2.0,2.24
2038,Coffee,11/25/2016 12:52,afternoon,weekday,2.0,2.81
2038,Cake,11/25/2016 12:52,afternoon,weekday,3.0,1.92
2039,Coffee,11/25/2016 12:55,afternoon,weekday,2.0,2.81
2042,Coffee,11/25/2016 13:02,afternoon,weekday,2.0,2.81
2043,Bread,11/25/2016 13:04,afternoon,weekday,2.0,2.24
2043,Coffee,11/25/2016 13:04,afternoon,weekday,2.0,2.81
2044,Bread,11/25/2016 13:07,afternoon,weekday,2.0,2.24
2045,Hot chocolate,11/25/2016 13:12,afternoon,weekday,2.5,2.69
2045,Bread,11/25/2016 13:12,afternoon,weekday,2.0,2.24
2045,Sandwich,11/25/2016 13:12,afternoon,weekday,3.5,1.28
2048,Juice,11/25/2016 13:38,afternoon,weekday,2.0,1.07
